index,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges
beshode01,Del Beshore,1979,1980,G,5-11,165,"November 29, 1956",California University of Pennslyvania
besttr01,Travis Best,1996,2005,G,5-11,182,"July 12, 1972",Georgia Tech
beverpa01,Patrick Beverley,2013,2020,G,6-1,185,"July 12, 1988",Arkansas
bhullsi01,Sim Bhullar,2015,2015,C,7-5,360,"December 2, 1992",New Mexico State
bialowe01,Wesley Bialosuknia,1968,1968,G,6-2,185,"June 8, 1945",UConn
biancal01,Al Bianchi,1957,1966,G,6-3,185,"March 26, 1932",Bowling Green
biasaha01,Hank Biasatti,1947,1947,G,5-11,175,"January 14, 1922",Long Island University
bibbyhe01,Henry Bibby,1973,1981,G,6-1,185,"November 24, 1949",UCLA
bibbymi01,Mike Bibby,1999,2012,G,6-1,190,"May 13, 1978",Arizona
biedeed01,Ed Biedenbach,1969,1969,G,6-1,175,"August 12, 1945",NC State
biedran01,Andris Biedriņš,2005,2014,C,6-11,240,"April 2, 1986",
bielkdo01,Don Bielke,1956,1956,C,6-7,240,"May 10, 1932",Valparaiso
bigelbo01,Bob Bigelow,1976,1979,F-G,6-7,215,"December 26, 1953",University of Pennsylvania
billili01,Lionel Billingy,1975,1975,F-C,6-9,215,"August 31, 1952",Duquesne
billuch01,Chauncey Billups,1998,2014,G,6-3,202,"September 25, 1976",Colorado
bingda01,Dave Bing*,1967,1978,G,6-3,180,"November 24, 1943",Syracuse
biniojo01,Joe Binion,1987,1987,F,6-8,235,"March 26, 1961",North Carolina A&T
birchkh01,Khem Birch,2018,2020,C-F,6-9,233,"September 28, 1992","Pitt, UNLV"
birdja01,Jabari Bird,2018,2018,G,6-6,198,"July 3, 1994",California
birdje01,Jerry Bird,1959,1959,F,6-6,210,"February 2, 1935",Kentucky
birdla01,Larry Bird*,1980,1992,F,6-9,220,"December 7, 1956",Indiana State University
birdsot01,Otis Birdsong,1978,1989,G,6-3,190,"December 9, 1955",Houston
bishoga01,Gale Bishop,1949,1949,F,6-3,195,"June 4, 1922",Washington State
bitadgo01,Goga Bitadze,2020,2020,C,6-11,245,"July 20, 1999",
biyombi01,Bismack Biyombo,2012,2020,C-F,6-8,255,"August 28, 1992",
bjeline01,Nemanja Bjelica,2016,2020,F,6-10,235,"May 9, 1988",
blabuw01,Uwe Blab,1986,1990,C,7-1,252,"March 26, 1962",Indiana
blackch01,Charlie Black,1949,1952,F-C,6-5,200,"June 15, 1921",Kansas
blackno01,Norman Black,1981,1981,G,6-5,185,"November 12, 1957",Saint Joseph's
blackta01,Tarik Black,2015,2018,C-F,6-9,250,"November 22, 1991","Memphis, Kansas"
blackto01,Tom Black,1971,1971,C,6-10,220,"July 9, 1941",South Dakota State
blackro01,Rolando Blackman,1982,1994,G,6-6,190,"February 26, 1959",Kansas State
blackal01,Alex Blackwell,1993,1993,F,6-6,250,"June 27, 1970",Monmouth University
blackco01,Cory Blackwell,1985,1985,F,6-6,210,"March 27, 1963",Wisconsin
blackja01,James Blackwell,1995,1995,G,6-0,190,"February 25, 1968",Dartmouth College
blackna01,Nate Blackwell,1988,1988,G,6-4,170,"February 15, 1965",Temple
blairde01,DeJuan Blair,2010,2016,F-C,6-7,270,"April 22, 1989",Pitt
blakest01,Steve Blake,2004,2016,G,6-3,172,"February 26, 1980",Maryland
blakean01,Antonio Blakeney,2018,2019,G,6-4,192,"October 4, 1996",LSU
blalowi01,Will Blalock,2007,2007,G,6-0,205,"September 8, 1983",Iowa State
blanege01,George Blaney,1962,1962,G,6-1,175,"November 12, 1939",Holy Cross
blankla01,Lance Blanks,1991,1993,G,6-4,190,"September 9, 1966","Virginia, Texas"
blantri01,Ricky Blanton,1993,1993,F,6-7,215,"April 21, 1966",LSU
blatcan01,Andray Blatche,2006,2014,F,6-11,235,"August 22, 1986",
blaylmo01,Mookie Blaylock,1990,2002,G,6-0,180,"March 20, 1967","Midland College, Oklahoma"
bledser01,Eric Bledsoe,2011,2020,G,6-1,205,"December 9, 1989",Kentucky
blevile01,Leon Blevins,1951,1951,G,6-2,160,"June 25, 1926",Arizona
blockjo01,John Block,1967,1976,F-C,6-9,207,"April 16, 1944",USC
bloommi01,Mike Bloom,1948,1949,F-C,6-6,190,"January 14, 1915",Temple
blossja01,Jaron Blossomgame,2019,2019,F,6-8,220,"September 16, 1993",Clemson
blounco01,Corie Blount,1994,2004,F,6-9,240,"January 4, 1969",Cincinnati
blounma01,Mark Blount,2001,2009,C,7-0,230,"November 30, 1975",Pitt
blueva01,Vander Blue,2014,2018,G,6-4,200,"July 17, 1992",Marquette
blumera01,Ray Blume,1982,1982,G,6-4,185,"September 23, 1958",Oregon State
bobbne01,Nelson Bobb,1950,1953,G,6-0,170,"February 25, 1924",Temple
bobbito01,Tony Bobbitt,2005,2005,G,6-4,190,"October 22, 1979",Cincinnati
bockhbu01,Bucky Bockhorn,1959,1965,G,6-4,200,"July 8, 1933",Dayton
boerwto01,Tom Boerwinkle,1969,1978,C,7-0,265,"August 23, 1945",Tennessee
boganke01,Keith Bogans,2004,2014,G-F,6-5,215,"May 12, 1980",Kentucky
bogdabo01,Bogdan Bogdanović,2018,2020,G,6-6,220,"August 18, 1992",
bogdabo02,Bojan Bogdanović,2015,2020,G-F,6-8,216,"April 18, 1989",
boguemu01,Muggsy Bogues,1988,2001,G,5-3,136,"January 9, 1965",Wake Forest
bogutan01,Andrew Bogut,2006,2019,C,7-0,260,"November 28, 1984",Utah
bohanet01,Etdrick Bohannon,1998,2001,F,6-9,220,"May 29, 1973","Arizona, Tennessee, Auburn University at Montgomery"
bolma01,Manute Bol,1986,1995,C,7-7,200,"October 16, 1962",University of Bridgeport
boldejo01,Jonah Bolden,2019,2020,F,6-8,220,"January 2, 1996",UCLA
boldema01,Marques Bolden,2020,2020,C,6-11,245,"April 17, 1998",Duke
bolgebi01,Bill Bolger,1954,1954,F,6-5,205,"August 21, 1931",Georgetown
bolomjo01,Joel Bolomboy,2017,2018,F,6-9,235,"January 28, 1994",Weber State
bolstdo01,Doug Bolstorff,1958,1958,G,6-4,195,"October 29, 1931",Minnesota
bonsage01,George Bon Salle,1962,1962,F,6-8,220,"July 1, 1935",Illinois
bondph01,Phil Bond,1978,1978,G,6-2,175,"July 27, 1954",Louisville
bondwa01,Walter Bond,1993,1995,G,6-5,200,"February 1, 1969",Minnesota
bonejo01,Jordan Bone,2020,2020,G,6-3,179,"November 5, 1997",Tennessee
boneyde01,Dexter Boney,1997,1997,G,6-4,185,"April 27, 1970",UNLV
bongais01,Isaac Bonga,2019,2020,G,6-8,180,"November 8, 1999",
bonharo01,Ron Bonham,1965,1968,F,6-5,192,"May 31, 1942",Cincinnati
bonnean01,Anthony Bonner,1991,1996,F,6-8,215,"June 8, 1968",Saint Louis
bonnema01,Matt Bonner,2005,2016,F,6-10,235,"April 5, 1980",Florida
bookebu01,Butch Booker,1970,1970,C,6-10,230,"July 20, 1945",Cheyney University of Pennsylvania
bookede01,Devin Booker,2016,2020,G,6-5,210,"October 30, 1996",Kentucky
bookeme01,Melvin Booker,1996,1997,G,6-1,185,"August 20, 1972",Missouri
booketr01,Trevor Booker,2011,2018,F,6-8,228,"November 25, 1987",Clemson
boonejo01,Josh Boone,2007,2010,F-C,6-10,237,"November 21, 1984",UConn
boonero01,Ron Boone,1969,1981,G-F,6-2,200,"September 6, 1946",Idaho State University
boothca01,Calvin Booth,2000,2009,C,6-11,230,"May 7, 1976",Penn State
boothke01,Keith Booth,1998,1999,F,6-6,226,"October 9, 1974",Maryland
boozebo01,Bob Boozer,1961,1971,F,6-8,215,"April 26, 1937",Kansas State
boozeca01,Carlos Boozer,2003,2015,F-C,6-9,258,"November 20, 1981",Duke
borchcu01,Curtis Borchardt,2004,2005,C,7-0,240,"September 13, 1980",Stanford
bornhja01,Jake Bornheimer,1949,1950,F-C,6-5,200,"June 29, 1927",Muhlenberg College
borrela01,Lazaro Borrell,2000,2000,F,6-8,220,"September 20, 1972",
borsaik01,Ike Borsavage,1951,1951,C-F,6-8,220,"July 25, 1924",Temple
borylvi01,Vince Boryla,1950,1954,F,6-5,210,"March 11, 1927",Denver
boshch01,Chris Bosh,2004,2016,F-C,6-11,235,"March 24, 1984",Georgia Tech
bostiji01,Jim Bostic,1978,1978,F,6-7,225,"January 28, 1953",New Mexico State
bostola01,Lawrence Boston,1980,1980,F,6-8,225,"May 18, 1956",Maryland
bosweto01,Tom Boswell,1976,1984,F-C,6-9,220,"October 2, 1953","South Carolina State University, South Carolina"
bouchch01,Chris Boucher,2018,2020,F,6-9,200,"January 11, 1993",Oregon
boumtru01,Ruben Boumtje-Boumtje,2002,2004,C,7-0,257,"May 20, 1978",Georgetown
bovendo01,Don Boven,1950,1953,F-G,6-4,210,"March 6, 1925",Western Michigan
bowdlca01,Cal Bowdler,2000,2002,F,6-10,245,"March 31, 1977",Old Dominion
bowenbr02,Brian Bowen,2020,2020,F,6-6,190,"October 2, 1998",
bowenbr01,Bruce Bowen,1997,2009,F,6-7,185,"June 14, 1971","California State University, Fullerton"
bowenry01,Ryan Bowen,2000,2010,F,6-7,215,"November 20, 1975",Iowa
bowento01,Tommie Bowens,1968,1970,F-C,6-8,220,"July 7, 1940",Grambling State University
bowiean01,Anthony Bowie,1989,1998,G-F,6-6,190,"November 9, 1963",Oklahoma
bowiesa01,Sam Bowie,1985,1995,C-F,7-1,235,"March 17, 1961",Kentucky
bowlior01,Orbie Bowling,1968,1968,C,6-10,215,"March 21, 1939",Tennessee
bowmair01,Ira Bowman,2000,2002,G,6-5,195,"June 11, 1973","Providence, University of Pennsylvania"
bowmaky01,Ky Bowman,2020,2020,G,6-1,181,"June 16, 1997",Boston College
bowmana01,Nate Bowman,1967,1972,C,6-10,230,"March 19, 1943",Wichita State
boycedo01,Donnie Boyce,1996,1997,G,6-5,196,"September 2, 1973",Colorado
boydde01,Dennis Boyd,1979,1979,G,6-1,175,"May 21, 1954",Detroit Mercy
boydfr01,Freddie Boyd,1973,1978,G,6-2,180,"June 13, 1950",Oregon State
boydke01,Ken Boyd,1975,1975,F,6-5,195,"March 25, 1952",Boston University
boykiea01,Earl Boykins,1999,2012,G,5-5,135,"June 2, 1976",Eastern Michigan
boykoha01,Harry Boykoff,1950,1951,C,6-10,225,"July 24, 1922",St. John's
boynewi01,Winford Boynes,1979,1981,G-F,6-6,185,"May 17, 1957",San Francisco
bozemce01,Cedric Bozeman,2007,2007,G,6-6,207,"March 7, 1983",UCLA
bracest01,Steve Bracey,1973,1975,G,6-1,175,"August 1, 1950",Tulsa
brackcr01,Craig Brackins,2011,2012,F,6-10,230,"October 9, 1987",Iowa State
braddga01,Gary Bradds,1965,1971,F,6-8,210,"July 26, 1942",Ohio State
bradlal02,Alex Bradley,1982,1982,F,6-6,215,"October 30, 1959",Villanova
bradlal01,Alonzo Bradley,1978,1980,F,6-6,190,"October 16, 1953",Texas Southern
bradlav01,Avery Bradley,2011,2020,G,6-3,180,"November 26, 1990",Texas
bradlbi02,Bill Bradley,1968,1968,G,5-11,165,"June 16, 1941",
bradlbi01,Bill Bradley*,1968,1977,F-G,6-5,205,"July 28, 1943",Princeton
bradlch01,Charles Bradley,1982,1984,G,6-5,215,"May 16, 1959",Wyoming
bradldu01,Dudley Bradley,1980,1989,G-F,6-6,195,"March 19, 1957",UNC
bradlji01,Jim Bradley,1974,1976,F,6-8,215,"March 16, 1952",Northern Illinois
bradljo01,Joe Bradley,1950,1950,G,6-3,175,"September 24, 1928",Oklahoma State
bradlmi01,Michael Bradley,2002,2006,F-C,6-10,245,"April 18, 1979","Kentucky, Villanova"
bradlsh01,Shawn Bradley,1994,2005,C,7-6,235,"March 22, 1972",BYU
bradlto01,Tony Bradley,2018,2020,F-C,6-10,248,"January 8, 1998",UNC
bradtma01,Mark Bradtke,1997,1997,C-F,6-10,265,"September 27, 1968",
braggma01,Marques Bragg,1996,1996,F,6-8,230,"March 24, 1970",Providence
braggto01,Torraye Braggs,2004,2005,F,6-8,245,"May 15, 1976",Xavier
bramlaj01,A.J. Bramlett,2000,2000,C,6-10,227,"January 10, 1977",Arizona
brancad01,Adrian Branch,1987,1990,F-G,6-7,185,"November 17, 1963",Maryland
brandel01,Elton Brand,2000,2016,F,6-8,275,"March 11, 1979",Duke
brandte01,Terrell Brandon,1992,2002,G,5-11,180,"May 20, 1970",Oregon
brannbo01,Bob Brannum,1950,1955,F-C,6-5,215,"May 28, 1926",Michigan State
bransbr01,Brad Branson,1982,1983,C-F,6-10,220,"September 24, 1958",SMU
bransje01,Jesse Branson,1966,1968,F,6-7,195,"January 7, 1942",Elon University
brantja01,Jarrell Brantley,2020,2020,F,6-5,250,"June 7, 1996",College of Charleston
brascji01,Jim Brasco,1953,1953,G,6-1,170,"February 3, 1931",NYU
bratzmi01,Mike Bratz,1978,1986,G,6-2,185,"October 17, 1955",Stanford
braunca01,Carl Braun*,1948,1962,G-F,6-5,180,"September 25, 1927",Colgate
brazdig01,Ignas Brazdeikis,2020,2020,F,6-6,216,"January 8, 1999",Michigan
breauti01,Tim Breaux,1995,1998,F,6-7,215,"September 19, 1970",Wyoming
bremejr01,J.R. Bremer,2003,2004,G,6-2,185,"September 19, 1980",St. Bonaventure
brennpe01,Pete Brennan,1959,1959,F,6-6,205,"September 23, 1936",UNC
brennto01,Tom Brennan,1955,1955,F,6-3,195,"August 6, 1930",Villanova
breuera01,Randy Breuer,1984,1994,C,7-3,230,"October 11, 1960",Minnesota
breweco01,Corey Brewer,2008,2019,F-G,6-9,186,"March 5, 1986",Florida
breweja01,Jamison Brewer,2002,2005,G,6-4,184,"November 19, 1980",Auburn
breweji01,Jim Brewer,1974,1982,F-C,6-9,210,"December 3, 1951",Minnesota
brewero01,Ron Brewer,1979,1986,G,6-4,180,"September 16, 1955",Arkansas
brewero02,Ronnie Brewer,2007,2014,G-F,6-7,220,"March 20, 1985",Arkansas
brezepr01,Primož Brezec,2002,2010,C,7-2,252,"October 2, 1979",
brianfr01,Frankie Brian,1950,1956,G,6-1,180,"May 1, 1923",LSU
brickfr01,Frank Brickowski,1985,1997,F-C,6-9,240,"August 14, 1959",Penn State
bridgju01,Junior Bridgeman,1976,1987,F-G,6-5,210,"September 17, 1953",Louisville
bridgbi01,Bill Bridges,1963,1975,F-C,6-6,228,"April 4, 1939",Kansas
bridgmi01,Mikal Bridges,2019,2020,G,6-6,210,"August 30, 1996",Villanova
bridgmi02,Miles Bridges,2019,2020,G-F,6-6,225,"March 21, 1998",Michigan State
brighal01,Al Brightman,1947,1947,F,6-2,195,"September 22, 1923",University of Charleston
brindau01,Aud Brindley,1947,1947,F,6-4,175,"December 31, 1923",Dartmouth College
briscis01,Isaiah Briscoe,2019,2019,G,6-3,215,"April 13, 1996",Kentucky
briskjo01,John Brisker,1970,1975,F-G,6-5,210,"June 15, 1947",Toledo
brissos01,Oshae Brissett,2020,2020,F,6-7,210,"June 20, 1998",Syracuse
bristal01,Allan Bristow,1974,1983,F-G,6-7,210,"August 23, 1951",Virginia Tech
brittty01,Tyrone Britt,1968,1968,G,6-4,190,"April 18, 1944",Johnson C. Smith University
brittwa01,Wayman Britt,1978,1978,G,6-2,185,"August 31, 1952",Michigan
brittmi01,Mike Brittain,1986,1987,C,7-0,235,"June 21, 1963",South Carolina
brittda01,Dave Britton,1981,1981,G,6-4,180,"August 29, 1958",Texas A&M
brockjo01,Jon Brockman,2010,2012,F,6-7,255,"March 20, 1987",Washington
broekry01,Ryan Broekhoff,2019,2020,F,6-6,215,"August 23, 1990",Valparaiso
brogaji01,Jim Brogan,1982,1983,G,6-4,185,"February 24, 1958",West Virginia Wesleyan College
brogdma01,Malcolm Brogdon,2017,2020,G,6-5,229,"December 11, 1992",Virginia
brokaga01,Gary Brokaw,1975,1978,G,6-4,178,"January 11, 1954",Notre Dame
brookpr01,Price Brookfield,1949,1950,F-G,6-4,185,"May 11, 1920",West Texas A&M University
brookcl01,Clarence Brookins,1971,1971,F,6-4,190,,Temple
brookaa01,Aaron Brooks,2008,2018,G,6-0,161,"January 14, 1985",Oregon
brookdi01,Dillon Brooks,2018,2020,F-G,6-7,220,"January 22, 1996",Oregon
brookke01,Kevin Brooks,1992,1994,F,6-6,200,"October 12, 1969",LA-Lafayette
brookma01,MarShon Brooks,2012,2019,G-F,6-5,200,"January 26, 1989",Providence
brookmi01,Michael Brooks,1981,1988,F,6-7,220,"August 17, 1958",La Salle
brooksc01,Scott Brooks,1989,1998,G,5-11,165,"July 31, 1965","TCU, University of California, Irvine"
brownan01,Andre Brown,2007,2009,F,6-9,245,"May 12, 1981",DePaul
brownan02,Anthony Brown,2016,2018,F-G,6-7,210,"October 10, 1992",Stanford
brownbo01,Bob Brown,1949,1950,F,6-4,205,"November 12, 1923",Miami University
brownbo02,Bobby Brown,2009,2018,G,6-2,175,"September 24, 1984","California State University, Fullerton"
brownbr01,Bruce Brown,2019,2020,G,6-4,202,"August 15, 1996",Miami (FL)
brownch02,Charlie Brown,2020,2020,G,6-6,199,"February 2, 1997",Saint Joseph's
brownch01,Chucky Brown,1990,2002,F,6-7,214,"February 29, 1968",NC State
brownda02,Damone Brown,2002,2005,F,6-9,200,"June 28, 1979",Syracuse
brownda01,Darrell Brown,1949,1949,F,6-2,175,"March 14, 1923",Humboldt State University
brownde01,Dee Brown,1991,2002,G,6-1,160,"November 29, 1968",Jacksonville University
brownde03,Dee Brown,2007,2009,G,6-0,185,"August 17, 1984",Illinois
brownde04,Derrick Brown,2010,2012,F,6-7,225,"September 8, 1987",Xavier
brownde02,Devin Brown,2003,2010,G,6-5,220,"December 30, 1978",University of Texas at San Antonio
browner01,Ernest Brown,2002,2002,C,7-0,244,"May 17, 1979",Indian Hills Community College
brownfr01,Fred Brown,1972,1984,G,6-3,182,"August 7, 1948",Iowa
brownge01,George Brown,1958,1958,F,6-6,190,"October 30, 1935",Wayne State University
brownge02,Gerald Brown,1999,1999,G,6-4,210,"July 28, 1975",Pepperdine
brownha01,Harold Brown,1947,1947,G,6-0,155,"October 2, 1923",University of Evansville
brownja01,Jabari Brown,2015,2015,G,6-4,215,"December 18, 1992","Oregon, Missouri"
brownja02,Jaylen Brown,2017,2020,F-G,6-6,223,"October 24, 1996",California
brownjo01,John Brown,1974,1980,F,6-7,220,"December 14, 1951",Missouri
brownke01,Kedrick Brown,2002,2005,G,6-7,222,"March 18, 1981",Okaloosa-Walton Community College
brownkw01,Kwame Brown,2002,2013,F,6-11,270,"March 10, 1982",
brownla01,Larry Brown*,1968,1972,G,5-9,160,"September 14, 1940",UNC
brownle01,Leon Brown,1947,1947,F,6-3,190,"October 12, 1919",Wyoming
brownle02,Lewis Brown,1981,1981,C,6-11,225,"February 19, 1955",UNLV
brownlo01,Lorenzo Brown,2014,2019,G,6-5,189,"August 26, 1990",NC State
brownma01,Marcus Brown,1997,2000,G,6-3,185,"April 3, 1974",Murray State
brownma02,Markel Brown,2015,2018,G,6-3,190,"January 29, 1992",Oklahoma State
brownmi01,Mike Brown,1987,1997,C-F,6-9,257,"July 19, 1963",George Washington
brownmo01,Moses Brown,2020,2020,C,7-2,245,"October 13, 1999",UCLA
brownmy01,Myron Brown,1992,1992,G,6-3,180,"November 3, 1969",Slippery Rock University of Pennsylvania
brownpj01,P.J. Brown,1994,2008,F-C,6-11,225,"October 14, 1969",Louisiana Tech
brownra02,Randy Brown,1992,2003,G,6-2,190,"May 22, 1968","Houston, New Mexico State"
brownra01,Raymond Brown,1990,1990,F,6-8,220,"July 5, 1965","Mississippi State, Idaho"
brownri01,Rickey Brown,1981,1985,C-F,6-10,215,"August 20, 1958",Mississippi State
brownro01,Roger Brown*,1968,1975,F-G,6-5,205,"May 22, 1942",Dayton
brownro02,Roger Brown,1973,1980,C,6-11,225,"February 23, 1950",Kansas
brownsh01,Shannon Brown,2007,2015,G,6-4,205,"November 29, 1985",Michigan State
brownst01,Stan Brown,1948,1952,F,6-3,200,"June 27, 1929",
brownst02,Sterling Brown,2018,2020,G,6-5,232,"February 10, 1995",SMU
brownti01,Tierre Brown,2002,2005,G,6-2,189,"June 3, 1979",McNeese State University
brownto01,Tony Brown,1985,1992,F-G,6-6,185,"July 29, 1960",Arkansas
browntr01,Troy Brown,2019,2020,G-F,6-6,215,"July 28, 1999",Oregon
brownji01,Jim Browne,1949,1950,C,6-10,235,"January 1, 1930",
brundst01,Stanley Brundy,1990,1990,F,6-6,210,"November 13, 1967",DePaul
brunkbr01,Brian Brunkhorst,1969,1969,F,6-6,208,"June 12, 1945",Marquette
brunsge01,George Bruns,1973,1973,G,6-0,160,"August 30, 1946",Manhattan College
brunsja01,Jalen Brunson,2019,2020,G,6-1,190,"August 31, 1996",Villanova
brunsri01,Rick Brunson,1998,2006,G,6-4,190,"June 14, 1972",Temple
brussni01,Nicolás Brussino,2017,2018,G-F,6-7,195,"March 2, 1993",
bryanem01,Em Bryant,1965,1972,G,6-1,175,"November 4, 1938",DePaul
bryanjo01,Joe Bryant,1976,1983,F-C,6-9,185,"October 19, 1954",La Salle
bryanko01,Kobe Bryant,1997,2016,G-F,6-6,212,"August 23, 1978",
bryanma01,Mark Bryant,1989,2003,F-C,6-9,245,"April 25, 1965",Seton Hall
bryanth01,Thomas Bryant,2018,2020,C,6-10,248,"July 31, 1997",Indiana
bryanwa01,Wallace Bryant,1984,1986,C,7-0,245,"July 14, 1959",San Francisco
brynto01,Torgeir Bryn,1990,1990,C,6-9,250,"August 8, 1964",Texas State University
buccige01,George Bucci,1976,1976,G,6-3,200,"July 9, 1953",Manhattan College
buckhjo01,Joe Buckhalter,1962,1963,F,6-7,210,"August 1, 1937",Tennessee State
bucknst01,Steve Bucknall,1990,1990,G,6-6,215,"March 17, 1966",UNC
buckncl01,Cleveland Buckner,1962,1963,F-C,6-9,210,"August 17, 1938",Jackson State University
buckngr01,Greg Buckner,2000,2009,G,6-4,210,"September 16, 1976",Clemson
bucknqu01,Quinn Buckner,1977,1986,G,6-3,190,"August 20, 1954",Indiana
buddda01,Dave Budd,1961,1965,F,6-6,205,"October 28, 1938",Wake Forest
budinch01,Chase Budinger,2010,2016,F,6-7,209,"May 22, 1988",Arizona
budkowa01,Walt Budko,1949,1952,F-C,6-5,220,"July 30, 1925",Columbia University
buechju01,Jud Buechler,1991,2002,F-G,6-6,220,"June 19, 1968",Arizona
buforro01,Rodney Buford,2000,2005,G-F,6-5,189,"November 2, 1977",Creighton
bullama01,Matt Bullard,1991,2002,F,6-10,215,"June 5, 1967","Colorado, Iowa"
bullore01,Reggie Bullock,2014,2020,G-F,6-6,200,"March 16, 1991",UNC
buncela01,Larry Bunce,1968,1969,C,7-0,240,"July 29, 1945",Utah State University
bunchgr01,Greg Bunch,1979,1979,F,6-6,190,"May 15, 1956","California State University, Fullerton"
buntdi01,Dick Bunt,1953,1953,G,6-0,170,"July 13, 1930",NYU
buntibi01,Bill Buntin,1966,1966,C-F,6-7,250,"May 5, 1942",Michigan
buntibi02,Bill Bunting,1970,1972,F-C,6-8,200,"August 26, 1947",UNC
burdeti01,Ticky Burden,1976,1978,G,6-2,185,"February 28, 1953",Utah
burkepa01,Pat Burke,2003,2007,C-F,6-11,250,"December 14, 1973",Auburn
burketr01,Trey Burke,2014,2020,G,6-0,175,"November 12, 1992",Michigan
burkmro01,Roger Burkman,1982,1982,G,6-5,175,"May 22, 1958",Louisville
burksal01,Alec Burks,2012,2020,G,6-6,214,"July 20, 1991",Colorado
burksan01,Antonio Burks,2005,2006,G,6-1,200,"February 25, 1980",Memphis
burleke01,Kevin Burleson,2006,2006,G,6-3,205,"April 9, 1979",Minnesota
burleto01,Tom Burleson,1975,1981,C,7-2,225,"February 24, 1952",NC State
burmaja01,Jack Burmaster,1950,1950,G,6-3,190,"December 23, 1926",Illinois
burnsda01,David Burns,1982,1982,G,6-2,180,"July 3, 1958",Saint Louis
burnsev01,Evers Burns,1994,1994,F,6-8,260,"August 24, 1971",Maryland
burnsji01,Jim Burns,1968,1968,G,6-3,195,"September 21, 1945",Northwestern
burresc01,Scott Burrell,1994,2001,G-F,6-7,218,"January 12, 1971",UConn
burriar01,Art Burris,1951,1952,F,6-5,220,"April 7, 1924",Tennessee
burroju01,Junior Burrough,1996,1996,F,6-8,242,"January 18, 1973",Virginia
burrobo01,Bob Burrow,1957,1958,C-F,6-7,228,"June 29, 1934",Kentucky
burtode02,Deonte Burton,2019,2020,G,6-4,240,"January 31, 1994","Marquette, Iowa State"
burtoed01,Ed Burton,1962,1965,F,6-6,225,"August 13, 1939",Michigan State
burtowi01,Willie Burton,1991,1999,F-G,6-8,210,"May 26, 1968",Minnesota
burttst01,Steve Burtt,1985,1993,G,6-2,185,"November 5, 1962",Iona College
busedo01,Don Buse,1973,1985,G,6-4,190,"August 10, 1950",University of Evansville
